City,State,CityState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Crosse,WI,"La Crosse, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channelview,TX,"Channelview, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Palisades,CA,"Pacific Palisades, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyer,IN,"Dyer, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolton,IL,"Dolton, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junction City,KS,"Junction City, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Bergen,NJ,"North Bergen, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bon Aqua,TN,"Bon Aqua, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,CA,"Santa Rosa, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Straitsville,OH,"New Straitsville, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine City,MI,"Marine City, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spanish Springs,NV,"Spanish Springs, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kress,TX,"Kress, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarendon,PA,"Clarendon, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,OH,"Lima, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coushatta,LA,"Coushatta, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond,CA,"Richmond, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLand,FL,"DeLand, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worthington,WV,"Worthington, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visalia,CA,"Visalia, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy,NC,"Mount Airy, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catonsville,MD,"Catonsville, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oshkosh,WI,"Oshkosh, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norco,CA,"Norco, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melba,ID,"Melba, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schenectady,NY,"Schenectady, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer,LA,"Homer, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chowchilla,CA,"Chowchilla, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenatchee,WA,"Wenatchee, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Terrace,CA,"Grand Terrace, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenal,CA,"Avenal, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vero Beach,FL,"Vero Beach, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avondale,AZ,"Avondale, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker,GA,"Tucker, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion,AR,"Marion, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southaven,MS,"Southaven, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eau Claire,WI,"Eau Claire, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chico,CA,"Chico, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer,MA,"Spencer, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedmont,SC,"Piedmont, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chino Valley,AZ,"Chino Valley, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission,TX,"Mission, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neosho,MO,"Neosho, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallapoosa,GA,"Tallapoosa, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fair Oaks,CA,"Fair Oaks, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,NM,"Santa Fe, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saginaw,MI,"Saginaw, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington,KY,"Lexington, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield,OR,"Springfield, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,AL,"Clay, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagar,AZ,"Eagar, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk,VA,"Norfolk, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston,VA,"Boston, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Union,IA,"West Union, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seal Beach,CA,"Seal Beach, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreno Valley,CA,"Moreno Valley, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacoima,CA,"Pacoima, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globe,AZ,"Globe, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill Creek,WA,"Mill Creek, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodyear,AZ,"Goodyear, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyrhills,FL,"Zephyrhills, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake View,SC,"Lake View, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grover Beach,CA,"Grover Beach, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Creek,WI,"Johnson Creek, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Valley,AZ,"Golden Valley, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poplar Bluff,MO,"Poplar Bluff, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leavenworth,KS,"Leavenworth, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,MN,"Harris, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy,MD,"Mount Airy, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salisbury,MD,"Salisbury, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bainbridge Island,WA,"Bainbridge Island, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniontown,OH,"Uniontown, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benson,NC,"Benson, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crescent City,FL,"Crescent City, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacey,WA,"Lacey, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklinton,OH,"Franklinton, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepstep,GA,"Deepstep, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fife,WA,"Fife, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamou,LA,"Mamou, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Des Moines,IA,"Des Moines, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison,ME,"Madison, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maeystown,IL,"Maeystown, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vista,CA,"Vista, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Heights,CO,"Federal Heights, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant View,CO,"Pleasant View, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vandalia,OH,"Vandalia, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belleville,IL,"Belleville, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Richland,WA,"West Richland, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmington,UT,"Farmington, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonaire,GA,"Bonaire, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishers,IN,"Fishers, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCleary,WA,"McCleary, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookeville,TN,"Cookeville, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deltona,FL,"Deltona, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burbank,CA,"Burbank, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellford,SC,"Wellford, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Charleston,SC,"North Charleston, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowe,NM,"Rowe, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave Creek,AZ,"Cave Creek, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence,OR,"Florence, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer Park,AL,"Deer Park, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millerton,OK,"Millerton, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,MO,"Nevada, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin,TN,"Franklin, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,OH,"Hamilton, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lehigh,KS,"Lehigh, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waukesha,WI,"Waukesha, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edinburg,TX,"Edinburg, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid City,SD,"Rapid City, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rialto,CA,"Rialto, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,CA,"Madera, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscaloosa,AL,"Tuscaloosa, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton,NH,"Newton, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerville,TN,"Somerville, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burien,WA,"Burien, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerseyville,IL,"Jerseyville, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampton,NH,"Hampton, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broussard,LA,"Broussard, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selma,CA,"Selma, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbourville,KY,"Barbourville, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,WA,"Auburn, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North English,IA,"North English, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyons,IL,"Lyons, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,OK,"Roland, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland,CO,"Loveland, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dundalk,MD,"Dundalk, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawmills,NC,"Sawmills, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orrington,ME,"Orrington, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmington,CA,"Wilmington, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiner,TX,"Shiner, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardstown,KY,"Bardstown, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dothan,AL,"Dothan, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campo,CA,"Campo, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callahan,FL,"Callahan, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbeville,AL,"Abbeville, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petal,MS,"Petal, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gautier,MS,"Gautier, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerrardstown,WV,"Gerrardstown, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundel,ME,"Arundel, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vacaville,CA,"Vacaville, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cary,NC,"Cary, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raytown,MO,"Raytown, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centerville,MA,"Centerville, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner,KS,"Gardner, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belfast,ME,"Belfast, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oneida,TN,"Oneida, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia,CA,"Arcadia, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Rafael,NM,"San Rafael, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Milwaukee,WI,"West Milwaukee, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compton,CA,"Compton, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton,OH,"Canton, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Home,ID,"Mountain Home, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,MA,"Chelsea, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Converse,LA,"Converse, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangor,PA,"Bangor, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgrade,ME,"Belgrade, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington,VA,"Arlington, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tustin,CA,"Tustin, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,MT,"Clinton, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar,CA,"Del Mar, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson City,TN,"Johnson City, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wewoka,OK,"Wewoka, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulaski,VA,"Pulaski, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Allis,WI,"West Allis, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,MO,"Columbia, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geneva,IL,"Geneva, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenfield,IN,"Greenfield, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter,FL,"Jupiter, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robertsdale,AL,"Robertsdale, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohnert Park,CA,"Rohnert Park, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beeville,TX,"Beeville, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeside,CA,"Lakeside, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffin,OH,"Tiffin, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighton,MI,"Brighton, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgeport,CT,"Bridgeport, CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunland,CA,"Sunland, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rancho Cordova,CA,"Rancho Cordova, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenix City,AL,"Phenix City, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braintree,MA,"Braintree, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katy,TX,"Katy, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"Grand Rapids, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peachtree City,GA,"Peachtree City, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom,OK,"Tom, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newport News,VA,"Newport News, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Orange,NJ,"East Orange, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pāpa‘Aloa,HI,"Pāpa‘Aloa, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balch Springs,TX,"Balch Springs, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,CA,"San Mateo, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Leon,TX,"San Leon, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear,DE,"Bear, DE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewistown,PA,"Lewistown, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lufkin,TX,"Lufkin, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnstown,PA,"Johnstown, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellflower,CA,"Bellflower, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stewartstown,PA,"Stewartstown, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killeen,TX,"Killeen, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Creek,OR,"Wolf Creek, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prescott,AZ,"Prescott, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba City,CA,"Yuba City, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portage,IN,"Portage, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Linn,OR,"West Linn, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardeeville,SC,"Hardeeville, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmond,OK,"Edmond, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summerville,SC,"Summerville, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandywine,WV,"Brandywine, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newport Beach,CA,"Newport Beach, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandan,ND,"Mandan, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paterson,NJ,"Paterson, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suffield,CT,"Suffield, CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta,TN,"Sparta, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udall,KS,"Udall, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading,PA,"Reading, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Paula,CA,"Santa Paula, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario,CA,"Ontario, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle,SD,"Kyle, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison,OH,"Madison, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westerville,OH,"Westerville, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goshen,IN,"Goshen, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pendleton,SC,"Pendleton, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Iberia,LA,"New Iberia, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantonment,FL,"Cantonment, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranbury,NJ,"Cranbury, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byars,OK,"Byars, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrenceburg,KY,"Lawrenceburg, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockton,IL,"Stockton, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Castle,DE,"New Castle, DE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ector,TX,"Ector, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manistee,MI,"Manistee, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesville,IN,"Francesville, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathiston,MS,"Mathiston, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Village,MD,"Montgomery Village, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewisburg,TN,"Lewisburg, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,CA,"Anderson, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyle Heights,CA,"Boyle Heights, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco,TX,"Cisco, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottonwood,CA,"Cottonwood, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan,AR,"Sheridan, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston,WI,"Weston, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowley,LA,"Crowley, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booneville,KY,"Booneville, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snohomish,WA,"Snohomish, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmington,NC,"Wilmington, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren,MN,"Warren, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
